id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
631,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,1
632,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,1
633,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,1
634,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,1
635,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,1
636,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,0
637,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1
638,7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,0
639,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,0
640,8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,1
641,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,0
642,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,1
643,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,0
644,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1
645,12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,1
646,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,0
647,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,0
648,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,0
649,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,0
650,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,1
651,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,1
652,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1
653,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,1
654,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,1
655,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,0
656,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,0
657,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,1
658,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,0
659,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,1
660,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,0
661,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1
662,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,1
663,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,0
664,8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,0
665,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,1
666,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,1
667,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,1
668,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,0
669,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,0
670,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,1
671,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,0
672,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,1
673,7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,0
674,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,1
675,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,0
676,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,1
677,9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,1
678,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,0
679,6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,0
680,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,1
681,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,1
682,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,0
683,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,0
684,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,1
685,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,1
686,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,1
687,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,0
688,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,0
689,12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,0
690,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,0
691,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,1
692,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,1
693,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,1
694,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,0
695,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0
696,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,1
697,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,0
698,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,0
699,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,1
700,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,0
701,7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,0
702,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,0
703,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,1
704,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,1
705,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,0
706,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,1
707,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,0
708,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,0
709,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,0
710,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,1
711,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,1
712,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,1
713,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,1
714,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,1
715,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,0
716,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,0
717,7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,0
718,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,1
719,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,0
720,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,1
721,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,1
722,8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,1
723,7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,1
724,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,0
725,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,0
726,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,1
727,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,1
728,6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,1
729,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,1
730,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,1
731,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,1
732,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,1
733,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,1
734,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,1
735,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0
736,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,0
737,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,0
738,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,0
739,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,0
740,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,1
741,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,0
742,8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,0
743,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,1
744,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,1
745,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,0
746,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,1
747,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,1
748,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,0
749,7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,0
750,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,0
751,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,1
752,8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,0
753,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,0
754,6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,0
755,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,0
756,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,1
757,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,0
758,7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,0
759,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,0
760,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,0
761,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,1
762,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,0
763,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,1
764,7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,1
765,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,1
766,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,1
767,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,0
768,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,0
769,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,1
770,9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,1
771,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,0
772,7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,0
773,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,0
774,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,0
775,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,0
776,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,1
777,8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,1
778,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,1
779,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0
780,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,1
781,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,1
782,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1
783,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,1
784,7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,0
785,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,1
786,7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,0
787,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,1
788,7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,1
789,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,1
790,4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,0
791,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0
792,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,0
793,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,0
794,12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,1
795,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,1
796,6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,0
797,8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,0
798,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,1
799,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,0
800,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,0
801,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,0
802,8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,0
803,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,0
804,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,1
805,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1
806,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,1
807,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,1
808,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,0
809,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,0
810,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,1
811,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,0
812,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0
813,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1
814,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0
815,7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,1
816,10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,1
817,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,0
818,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,0
819,11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,1
820,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,1
821,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,0
822,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,0
823,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,0
824,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,1
825,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,0
826,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,0
827,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,0
828,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1
829,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,0
830,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,0
831,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,1
832,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,0
833,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,1
834,6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,0
835,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,0
836,12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,0
837,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,0
838,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,1
839,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,1
840,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,0
841,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,1
842,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,1
843,7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,1
844,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,1
845,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,1
846,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,0
847,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,1
848,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,1
849,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,0
850,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,0
851,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1
852,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1
853,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,0
854,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,0
855,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,0
856,6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,1
857,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,1
858,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,1
859,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,0
860,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,0
861,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,0
862,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,0
863,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,1
864,7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,1
865,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,0
866,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,1
867,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,1
868,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,0
869,10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,1
870,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,1
871,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,1
872,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,1
873,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,1
874,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,1
875,7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,0
876,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,1
877,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,0
878,6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,0
879,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1
880,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,1
881,8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,0
882,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,0
883,7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,0
884,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1
885,9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,1
886,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,0
887,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,0
888,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,0
889,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,0
890,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,0
891,9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,1
892,8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,0
893,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,0
894,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,1
895,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,0
896,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,0
897,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,0
898,10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,1
899,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,1
900,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,0
901,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,1
902,7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,1
903,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,1
904,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,1
905,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1
906,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,0
907,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,0
908,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,1
909,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,0
910,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1
911,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,1
912,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,1
913,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,0
914,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,1
915,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,1
916,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,1
917,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,1
918,5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,0
919,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,0
920,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,0
921,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,1
922,11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,1
923,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1
924,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,0
925,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,0
926,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,1
927,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,1
928,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,0
929,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,1
930,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,1
931,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,1
932,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,0
933,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,1
934,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,0
935,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,0
936,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,1
937,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,0
938,10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,0
939,7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,0
940,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1
941,9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,1
942,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,1
943,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,0
944,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0
945,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,1
946,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,0
